time,power
2020-05-26 02:13:20+00:00,76130.0
2020-05-26 02:13:40+00:00,82460.0
2020-05-26 02:14:00+00:00,83800.0
2020-05-26 02:14:20+00:00,84700.0
2020-05-26 02:14:40+00:00,81380.0
2020-05-26 02:15:00+00:00,89930.0
2020-05-26 02:15:20+00:00,82590.0
2020-05-26 02:15:40+00:00,86180.0
2020-05-26 02:16:00+00:00,80620.0
2020-05-26 02:16:20+00:00,87800.0
2020-05-26 02:16:40+00:00,84540.0
2020-05-26 02:17:00+00:00,87760.0
2020-05-26 02:17:20+00:00,79670.0
2020-05-26 02:17:40+00:00,85390.0
2020-05-26 02:18:00+00:00,76640.0
2020-05-26 02:18:20+00:00,86570.0
2020-05-26 02:18:40+00:00,87530.0
2020-05-26 02:19:00+00:00,85400.0
2020-05-26 02:19:20+00:00,82820.0
2020-05-26 02:19:40+00:00,87460.0
2020-05-26 02:20:00+00:00,82310.0
2020-05-26 02:20:20+00:00,81440.0
2020-05-26 02:20:40+00:00,77520.0
2020-05-26 02:21:00+00:00,84730.0
2020-05-26 02:21:20+00:00,86630.0
2020-05-26 02:21:40+00:00,86600.0
2020-05-26 02:22:00+00:00,81440.0
2020-05-26 02:22:20+00:00,84510.0
2020-05-26 02:22:40+00:00,83170.0
2020-05-26 02:23:00+00:00,83890.0
2020-05-26 02:23:20+00:00,80150.0
2020-05-26 02:23:40+00:00,88970.0
2020-05-26 02:24:00+00:00,89710.0
2020-05-26 02:24:20+00:00,87140.0
2020-05-26 02:24:40+00:00,80510.0
2020-05-26 02:25:00+00:00,84090.0
2020-05-26 02:25:20+00:00,85650.0
2020-05-26 02:25:40+00:00,83030.0
2020-05-26 02:26:00+00:00,86800.0
2020-05-26 02:26:20+00:00,86020.0
2020-05-26 02:26:40+00:00,78840.0
2020-05-26 02:27:00+00:00,86350.0
2020-05-26 02:27:20+00:00,86200.0
2020-05-26 02:27:40+00:00,84730.0
2020-05-26 02:28:00+00:00,82310.0
2020-05-26 02:28:20+00:00,84410.0
2020-05-26 02:28:40+00:00,87360.0
2020-05-26 02:29:00+00:00,83080.0
2020-05-26 02:29:20+00:00,77120.0
2020-05-26 02:29:40+00:00,78440.0
2020-05-26 02:30:00+00:00,82900.0
2020-05-26 02:30:20+00:00,81230.0
2020-05-26 02:30:40+00:00,81590.0
2020-05-26 02:31:00+00:00,87040.0
2020-05-26 02:31:20+00:00,81940.0
2020-05-26 02:31:40+00:00,90630.0
2020-05-26 02:32:00+00:00,81560.0
2020-05-26 02:32:20+00:00,82240.0
2020-05-26 02:32:40+00:00,87370.0
2020-05-26 02:33:00+00:00,87770.0
2020-05-26 02:33:20+00:00,88110.0
2020-05-26 02:33:40+00:00,81730.0
2020-05-26 02:34:00+00:00,81300.0
2020-05-26 02:34:20+00:00,77500.0
2020-05-26 02:34:40+00:00,82460.0
2020-05-26 02:35:00+00:00,90750.0
2020-05-26 02:35:20+00:00,85510.0
2020-05-26 02:35:40+00:00,87210.0
2020-05-26 02:36:00+00:00,86370.0
2020-05-26 02:36:20+00:00,82870.0
2020-05-26 02:36:40+00:00,84650.0
2020-05-26 02:37:00+00:00,88840.0
2020-05-26 02:37:20+00:00,89310.0
2020-05-26 02:37:40+00:00,82740.0
2020-05-26 02:38:00+00:00,82000.0
2020-05-26 02:38:20+00:00,81620.0
2020-05-26 02:38:40+00:00,84300.0
2020-05-26 02:39:00+00:00,83820.0
2020-05-26 02:39:20+00:00,83720.0
2020-05-26 02:39:40+00:00,87300.0
2020-05-26 02:40:00+00:00,80290.0
2020-05-26 02:40:20+00:00,82560.0
2020-05-26 02:40:40+00:00,83050.0
2020-05-26 02:41:00+00:00,83890.0
2020-05-26 02:41:20+00:00,83940.0
2020-05-26 02:41:40+00:00,81370.0
2020-05-26 02:42:00+00:00,82590.0
2020-05-26 02:42:20+00:00,83880.0
2020-05-26 02:42:40+00:00,82700.0
2020-05-26 02:43:00+00:00,78290.0
2020-05-26 02:43:20+00:00,83950.0
2020-05-26 02:43:40+00:00,81450.0
2020-05-26 02:44:00+00:00,89060.0
2020-05-26 02:44:20+00:00,80330.0
2020-05-26 02:44:40+00:00,84730.0
2020-05-26 02:45:00+00:00,85030.0
2020-05-26 02:45:20+00:00,77620.0
2020-05-26 02:45:40+00:00,76360.0
2020-05-26 02:46:00+00:00,86840.0
2020-05-26 02:46:20+00:00,90570.0
2020-05-26 02:46:40+00:00,80820.0
2020-05-26 02:47:00+00:00,81690.0
2020-05-26 02:47:20+00:00,83940.0
2020-05-26 02:47:40+00:00,87440.0
2020-05-26 02:48:00+00:00,86380.0
2020-05-26 02:48:20+00:00,86100.0
2020-05-26 02:48:40+00:00,84710.0
2020-05-26 02:49:00+00:00,78440.0
2020-05-26 02:49:20+00:00,82800.0
2020-05-26 02:49:40+00:00,88860.0
2020-05-26 02:50:00+00:00,83160.0
2020-05-26 02:50:20+00:00,88200.0
2020-05-26 02:50:40+00:00,87180.0
2020-05-26 02:51:00+00:00,74390.0
2020-05-26 02:51:20+00:00,78680.0
2020-05-26 02:51:40+00:00,82700.0
2020-05-26 02:52:00+00:00,85640.0
2020-05-26 02:52:20+00:00,80820.0
2020-05-26 02:52:40+00:00,80450.0
2020-05-26 02:53:00+00:00,81460.0
2020-05-26 02:53:20+00:00,73680.0
2020-05-26 02:53:40+00:00,78770.0
2020-05-26 02:54:00+00:00,76470.0
2020-05-26 02:54:20+00:00,83150.0
2020-05-26 02:54:40+00:00,86780.0
2020-05-26 02:55:00+00:00,79550.0
2020-05-26 02:55:20+00:00,84220.0
2020-05-26 02:55:40+00:00,83520.0
2020-05-26 02:56:00+00:00,82100.0
2020-05-26 02:56:20+00:00,83500.0
2020-05-26 02:56:40+00:00,78540.0
2020-05-26 02:57:00+00:00,82690.0
2020-05-26 02:57:20+00:00,84760.0
2020-05-26 02:57:40+00:00,82520.0
2020-05-26 02:58:00+00:00,75830.0
2020-05-26 02:58:20+00:00,85450.0
2020-05-26 02:58:40+00:00,81280.0
2020-05-26 02:59:00+00:00,82640.0
2020-05-26 02:59:20+00:00,87040.0
2020-05-26 02:59:40+00:00,80640.0
2020-05-26 03:00:00+00:00,83590.0
2020-05-26 03:00:20+00:00,81560.0
2020-05-26 03:00:40+00:00,83650.0
2020-05-26 03:01:00+00:00,81380.0
2020-05-26 03:01:20+00:00,74580.0
2020-05-26 03:01:40+00:00,90320.0
2020-05-26 03:02:00+00:00,81130.0
2020-05-26 03:02:20+00:00,82650.0
2020-05-26 03:02:40+00:00,82170.0
2020-05-26 03:03:00+00:00,81080.0
2020-05-26 03:03:20+00:00,87410.0
2020-05-26 03:03:40+00:00,88360.0
2020-05-26 03:04:00+00:00,84710.0
2020-05-26 03:04:20+00:00,80200.0
2020-05-26 03:04:40+00:00,74780.0
2020-05-26 03:05:00+00:00,83490.0
2020-05-26 03:05:20+00:00,78810.0
2020-05-26 03:05:40+00:00,84290.0
2020-05-26 03:06:00+00:00,81760.0
2020-05-26 03:06:20+00:00,80330.0
2020-05-26 03:06:40+00:00,80100.0
2020-05-26 03:07:00+00:00,80100.0
2020-05-26 03:07:20+00:00,80250.0
2020-05-26 03:07:40+00:00,81190.0
2020-05-26 03:08:00+00:00,84020.0
2020-05-26 03:08:20+00:00,81260.0
2020-05-26 03:08:40+00:00,80620.0
2020-05-26 03:09:00+00:00,72430.0
2020-05-26 03:09:20+00:00,78280.0
2020-05-26 03:09:40+00:00,81170.0
2020-05-26 03:10:00+00:00,86090.0
2020-05-26 03:10:20+00:00,77730.0
2020-05-26 03:10:40+00:00,79440.0
2020-05-26 03:11:00+00:00,76880.0
2020-05-26 03:11:20+00:00,77270.0
2020-05-26 03:11:40+00:00,81490.0
2020-05-26 03:12:00+00:00,75920.0
2020-05-26 03:12:20+00:00,84930.0
2020-05-26 03:12:40+00:00,86850.0
2020-05-26 03:13:00+00:00,79530.0
2020-05-26 03:13:20+00:00,81310.0
2020-05-26 03:13:40+00:00,83540.0
2020-05-26 03:14:00+00:00,87330.0
2020-05-26 03:14:20+00:00,66200.0
2020-05-26 03:14:40+00:00,77380.0
2020-05-26 03:15:00+00:00,83530.0
2020-05-26 03:15:20+00:00,80110.0
2020-05-26 03:15:40+00:00,77360.0
2020-05-26 03:16:00+00:00,75890.0
2020-05-26 03:16:20+00:00,87380.0
2020-05-26 03:16:40+00:00,79150.0
2020-05-26 03:17:00+00:00,76300.0
2020-05-26 03:17:20+00:00,78990.0
2020-05-26 03:17:40+00:00,81850.0
2020-05-26 03:18:00+00:00,79260.0
2020-05-26 03:18:20+00:00,81350.0
2020-05-26 03:18:40+00:00,84190.0
2020-05-26 03:19:00+00:00,81420.0
2020-05-26 03:19:20+00:00,79500.0
2020-05-26 03:19:40+00:00,77130.0
2020-05-26 03:20:00+00:00,81530.0
2020-05-26 03:20:20+00:00,82080.0
2020-05-26 03:20:40+00:00,79600.0
2020-05-26 03:21:00+00:00,77040.0
2020-05-26 03:21:20+00:00,81110.0
2020-05-26 03:21:40+00:00,79980.0
2020-05-26 03:22:00+00:00,78360.0
2020-05-26 03:22:20+00:00,82400.0
2020-05-26 03:22:40+00:00,86130.0
2020-05-26 03:23:00+00:00,78860.0
2020-05-26 03:23:20+00:00,75940.0
2020-05-26 03:23:40+00:00,79920.0
2020-05-26 03:24:00+00:00,81650.0
2020-05-26 03:24:20+00:00,76100.0
2020-05-26 03:24:40+00:00,81240.0
